0.1028, 41
1.119, 3
0.2818, 3
0.3748, 6
0.1887, 9
0.748, 5
0.1209, 108
2.222, 2
0.5638, 2
0.1427, 25
0.1346, 3
0.1604, 19
4.441, 1
