0,-0.0616288,-0.123161,-0.184502,-0.245554,-0.306223,-0.366413,-0.426032,-0.484985,-0.543182,-0.60053,-0.65694,-0.712325,-0.766597,-0.819672,-0.871468,-0.921903,-0.970899,-1.01838,-1.06427,-1.1085,-1.15099,-1.19169,-1.23053,-1.26745,-1.30239,-1.33529,-1.36611,-1.3948,-1.42131,-1.4456,-1.46763,-1.48738,-1.5048,-1.51987,-1.53256,-1.54287,-1.55076,-1.55623,-1.55928,-1.55989,-1.55806,-1.5538,-1.54712,-1.53801,-1.52651,-1.51263,-1.49638,-1.47779,-1.4569,-1.43374,-1.40833,-1.38073,-1.35097,-1.3191,-1.28517,-1.24923,-1.21135,-1.17157,-1.12996,-1.08659,-1.04153,-0.994833,-0.946586,-0.896861,-0.845735,-0.79329,-0.739605,-0.684766,-0.628858,-0.571967,-0.514184,-0.455598,-0.3963,-0.336384,-0.275942,-0.21507,-0.153862,-0.0924132,-0.0308204
0,-0.18479,-0.369292,-0.553217,-0.736278,-0.91819,-1.09867,-1.27743,-1.4542,-1.6287,-1.80065,-1.96979,-2.13586,-2.29859,-2.45774,-2.61304,-2.76427,-2.91118,-3.05354,-3.19114,-3.32376,-3.45118,-3.57322,-3.68967,-3.80037,-3.90513,-4.0038,-4.09621,-4.18223,-4.26171,-4.33455,-4.40061,-4.45981,-4.51204,-4.55722,-4.59529,-4.62619,-4.64986,-4.66627,-4.6754,-4.67722,-4.67175,-4.65898,-4.63893,-4.61164,-4.57715,-4.53552,-4.4868,-4.43107,-4.36843,-4.29897,-4.22279,-4.14003,-4.05079,-3.95524,-3.8535,-3.74575,-3.63215,-3.51288,-3.38813,-3.25808,-3.12295,-2.98294,-2.83828,-2.68918,-2.53589,-2.37863,-2.21766,-2.05323,-1.88559,-1.71501,-1.54175,-1.36608,-1.18828,-1.00863,-0.827396,-0.644874,-0.461345,-0.277095,-0.0924132
0,-0.307663,-0.614846,-0.921069,-1.22585,-1.52872,-1.82921,-2.12684,-2.42114,-2.71167,-2.99796,-3.27957,-3.55606,-3.827,-4.09197,-4.35054,-4.60232,-4.84692,-5.08394,-5.31303,-5.53383,-5.74598,-5.94916,-6.14305,-6.32735,-6.50178,-6.66605,-6.81991,-6.96312,-7.09546,-7.21672,-7.32672,-7.42527,-7.51223,-7.58746,-7.65085,-7.70229,-7.7417,-7.76902,-7.78422,-7.78726,-7.77814,-7.75688,-7.7235,-7.67807,-7.62064,-7.55132,-7.47021,-7.37744,-7.27314,-7.15749,-7.03066,-6.89286,-6.74429,-6.5852,-6.41582,-6.23642,-6.04729,-5.84871,-5.641,-5.42449,-5.1995,-4.9664,-4.72554,-4.4773,-4.22208,-3.96026,-3.69225,-3.41849,-3.13938,-2.85537,-2.56691,-2.27443,-1.97841,-1.67929,-1.37756,-1.07367,-0.768107,-0.461345,-0.153862
0,-0.430056,-0.85944,-1.28748,-1.71351,-2.13687,-2.55689,-2.97292,-3.3843,-3.79041,-4.19059,-4.58423,-4.97071,-5.34943,-5.7198,-6.08124,-6.43319,-6.77508,-7.1064,-7.42663,-7.73526,-8.03181,-8.31582,-8.58684,-8.84446,-9.08827,-9.31789,-9.53296,-9.73314,-9.91813,-10.0876,-10.2414,-10.3791,-10.5007,-10.6059,-10.6945,-10.7664,-10.8215,-10.8596,-10.8809,-10.8851,-10.8724,-10.8427,-10.796,-10.7325,-10.6522,-10.5553,-10.442,-10.3123,-10.1665,-10.0048,-9.82756,-9.63493,-9.42726,-9.20488,-8.96812,-8.71735,-8.45298,-8.17541,-7.88507,-7.58242,-7.26793,-6.9421,-6.60542,-6.25844,-5.90167,-5.5357,-5.16108,-4.7784,-4.38827,-3.99128,-3.58806,-3.17923,-2.76544,-2.34734,-1.92557,-1.50079,-1.07367,-0.644874,-0.21507
0,-0.551777,-1.10269,-1.65189,-2.1985,-2.74168,-3.28058,-3.81436,-4.34218,-4.86323,-5.37668,-5.88173,-6.3776,-6.86352,-7.33871,-7.80245,-8.25401,-8.69267,-9.11777,-9.52863,-9.92461,-10.3051,-10.6695,-11.0172,-11.3478,-11.6606,-11.9552,-12.2311,-12.488,-12.7253,-12.9428,-13.1401,-13.3168,-13.4728,-13.6077,-13.7214,-13.8136,-13.8843,-13.9333,-13.9606,-13.966,-13.9497,-13.9115,-13.8517,-13.7702,-13.6672,-13.5429,-13.3974,-13.231,-13.044,-12.8366,-12.6091,-12.362,-12.0955,-11.8102,-11.5064,-11.1847,-10.8455,-10.4893,-10.1168,-9.72852,-9.32502,-8.90696,-8.47499,-8.02979,-7.57206,-7.1025,-6.62185,-6.13086,-5.6303,-5.12095,-4.6036,-4.07907,-3.54816,-3.01172,-2.47057,-1.92557,-1.37756,-0.827396,-0.275942
0,-0.672636,-1.34422,-2.01371,-2.68005,-3.34221,-3.99915,-4.64985,-5.29328,-5.92845,-6.55437,-7.17005,-7.77453,-8.36688,-8.94616,-9.51147,-10.0619,-10.5967,-11.1149,-11.6157,-12.0985,-12.5623,-13.0065,-13.4304,-13.8333,-14.2147,-14.5738,-14.9102,-15.2233,-15.5126,-15.7777,-16.0182,-16.2337,-16.4238,-16.5883,-16.7269,-16.8393,-16.9255,-16.9852,-17.0184,-17.0251,-17.0052,-16.9587,-16.8857,-16.7864,-16.6608,-16.5093,-16.3319,-16.1291,-15.9011,-15.6482,-15.371,-15.0697,-14.7449,-14.397,-14.0267,-13.6345,-13.221,-12.7869,-12.3328,-11.8594,-11.3675,-10.8579,-10.3313,-9.78862,-9.23062,-8.65821,-8.07228,-7.47375,-6.86355,-6.24263,-5.61196,-4.97254,-4.32534,-3.6714,-3.01172,-2.34734,-1.67929,-1.00863,-0.336384
0,-0.792446,-1.58365,-2.37239,-3.15742,-3.93752,-4.71148,-5.47807,-6.23612,-6.98442,-7.72182,-8.44717,-9.15932,-9.85718,-10.5396,-11.2056,-11.8542,-12.4842,-13.0947,-13.6847,-14.2534,-14.7999,-15.3232,-15.8226,-16.2973,-16.7466,-17.1697,-17.566,-17.9349,-18.2757,-18.5881,-18.8714,-19.1252,-19.3492,-19.543,-19.7062,-19.8387,-19.9402,-20.0106,-20.0497,-20.0576,-20.0341,-19.9793,-19.8934,-19.7763,-19.6284,-19.4499,-19.241,-19.002,-18.7334,-18.4355,-18.1088,-17.7539,-17.3712,-16.9614,-16.5252,-16.0631,-15.5759,-15.0645,-14.5295,-13.9718,-13.3923,-12.7919,-12.1715,-11.5322,-10.8748,-10.2004,-9.51011,-8.80497,-8.08607,-7.35456,-6.61156,-5.85824,-5.09577,-4.32534,-3.54816,-2.76544,-1.97841,-1.18828,-0.3963
0,-0.911017,-1.82061,-2.72736,-3.62986,-4.52669,-5.41644,-6.29774,-7.16921,-8.02949,-8.87722,-9.7111,-10.5298,-11.3321,-12.1167,-12.8823,-13.6279,-14.3521,-15.054,-15.7324,-16.3861,-17.0143,-17.616,-18.1901,-18.7358,-19.2523,-19.7387,-20.1943,-20.6184,-21.0103,-21.3693,-21.6951,-21.9869,-22.2444,-22.4671,-22.6548,-22.8071,-22.9238,-23.0048,-23.0498,-23.0588,-23.0318,-22.9688,-22.87,-22.7354,-22.5654,-22.3601,-22.1199,-21.8452,-21.5364,-21.194,-20.8184,-20.4104,-19.9704,-19.4993,-18.9978,-18.4666,-17.9065,-17.3185,-16.7035,-16.0624,-15.3962,-14.7059,-13.9927,-13.2577,-12.5019,-11.7267,-10.9331,-10.1224,-9.29598,-8.45501,-7.60083,-6.73479,-5.85824,-4.97254,-4.07907,-3.17923,-2.27443,-1.36608,-0.455598
0,-1.02817,-2.05473,-3.07808,-4.09663,-5.10878,-6.11295,-7.10758,-8.09112,-9.06201,-10.0188,-10.9599,-11.8839,-12.7893,-13.6748,-14.5389,-15.3803,-16.1977,-16.9898,-17.7554,-18.4933,-19.2023,-19.8813,-20.5292,-21.1451,-21.728,-22.277,-22.7912,-23.2698,-23.712,-24.1173,-24.4849,-24.8142,-25.1048,-25.3562,-25.5681,-25.74,-25.8717,-25.963,-26.0138,-26.0239,-25.9934,-25.9224,-25.8109,-25.659,-25.4671,-25.2355,-24.9644,-24.6544,-24.3058,-23.9193,-23.4955,-23.035,-22.5385,-22.0068,-21.4408,-20.8412,-20.2092,-19.5456,-18.8514,-18.1279,-17.376,-16.597,-15.7921,-14.9625,-14.1096,-13.2346,-12.339,-11.4241,-10.4914,-9.54225,-8.57824,-7.60083,-6.61156,-5.61196,-4.6036,-3.58806,-2.56691,-1.54175,-0.514184
0,-1.14371,-2.28564,-3.42399,-4.557,-5.6829,-6.79992,-7.90633,-9.00039,-10.0804,-11.1447,-12.1915,-13.2194,-14.2265,-15.2115,-16.1728,-17.1087,-18.018,-18.8991,-19.7507,-20.5715,-21.3602,-22.1155,-22.8363,-23.5214,-24.1698,-24.7804,-25.3524,-25.8848,-26.3768,-26.8275,-27.2364,-27.6028,-27.9261,-28.2057,-28.4414,-28.6326,-28.7791,-28.8807,-28.9372,-28.9485,-28.9146,-28.8355,-28.7114,-28.5425,-28.3291,-28.0714,-27.7699,-27.425,-27.0373,-26.6073,-26.1359,-25.6236,-25.0713,-24.4799,-23.8502,-23.1834,-22.4803,-21.7421,-20.9699,-20.1651,-19.3287,-18.4622,-17.5668,-16.644,-15.6952,-14.7219,-13.7256,-12.7079,-11.6704,-10.6146,-9.54225,-8.45501,-7.35456,-6.24263,-5.12095,-3.99128,-2.85537,-1.71501,-0.571967
